Simulation,Mean_Log_Wealth,Std_Log_Wealth,Slope_Log_Wealth,Time_to_Ruin,Peak_Wealth,Min_Wealth,Final_Wealth
1,7.71227185752901,1.482491834483629,-0.006178888891001519,411.0,87130.1367246554,49.94986150024985,49.94986150024985
2,20.3053394190522,7.698290207894114,0.00199202477736122,,3.9584116036213805e+17,58.629525728519575,59476729.2091523
3,44.17665675970523,18.26466623610998,0.005683249172473832,,9.028018941339144e+29,316.0553769739267,5.440709039223605e+25
4,5.1551423003497705,0.9323439427819293,-0.09201168577510078,33.0,1000.0,46.14761676426862,46.14761676426862
5,59.58935813242955,24.062480248896765,0.008061438524749059,,1.976415853951719e+44,545.1782484535822,6.652061038187068e+39
6,58.4060859951188,29.546736071171445,0.010059073236211401,,7.52743837769183e+45,254.9921331405268,5.8399438469681585e+38
7,18.132269506283635,6.285093131499164,-0.0003146685376347306,4205.0,24760929077160.453,47.69046998207373,47.69046998207373
8,23.65633562398893,11.049009335006387,0.0009344910878034824,,7.787414841542608e+19,75.15819899197352,87900175149.27063
9,6.613675185221518,1.2259458213587808,-0.006684416713516115,446.0,16302.822616847548,46.67760808532201,46.67760808532201
10,5.847565838975686,0.8598586910406472,-0.024554898992651345,74.0,2000.0,47.862013581658815,47.862013581658815
11,9.46532971986836,2.506626507167537,-0.0017626457476595657,1458.0,3199319.9170913715,47.161329426232705,47.161329426232705
12,7.064489931121532,1.262319598030643,-0.010080553076029104,129.0,12935.150529311508,48.31281868025161,48.31281868025161
13,6.192579059091646,0.9803140585064396,-0.04470926048807967,60.0,2189.8392722306758,49.1769108008711,49.1769108008711
14,5.753761469723884,1.0167632361777612,-0.06180458619696779,53.0,1753.8495440802562,49.84784441552298,49.84784441552298
15,7.828400213734745,1.2144900995127383,-0.0032433620920799128,411.0,25415.731567803836,49.9498615002498,49.9498615002498
16,47.64960467398996,26.24479936607316,0.008746386717440928,,6.519627041263785e+43,1000.0,8.630805591296869e+41
17,5.861006618555771,0.9939109038263424,-0.025776642769061824,122.0,2463.5691812595096,48.9719632573158,48.9719632573158
18,7.961403424456092,1.74861440831168,-0.0013290733845276166,900.0,258940.08201729518,48.967687788960696,48.967687788960696
19,7.629142643427735,1.7984922623213109,-0.005059562633283199,742.0,132891.0126381979,46.96888252207151,46.96888252207151
20,32.61435357188727,17.092401775645396,0.005422432248343097,,1.837346637423745e+32,155.56870104253076,6.197307639990627e+26
21,5.875248270090828,0.8815948950699513,-0.009082481150433162,232.0,1616.8938161639371,49.89882688642464,49.89882688642464
22,6.178672916135728,0.7556170367257395,-0.0040941098846597095,177.0,2240.6229983646886,49.433222804761115,49.433222804761115
23,5.53675651974569,0.8930697295159058,-0.08804686271644187,33.0,1000.0,46.14761676426863,46.14761676426863
24,6.336050571704601,1.146389738736851,-0.024750357985434682,115.0,4205.201577643977,49.640100718366895,49.640100718366895
25,6.108144183956212,0.8155665713011567,-0.014541358843843798,150.0,2219.715829226575,46.3881399678406,46.3881399678406
26,5.514588222582912,0.9642182411751462,-0.049469347955029004,60.0,1385.7576644584744,49.1769108008711,49.1769108008711
27,6.19908526248573,1.1448947261674813,-0.04012756295946733,88.0,4927.138362519019,46.58227421740197,46.58227421740197
28,48.10116655521271,27.941135221914735,0.009323868040394956,,1.426234835023681e+44,888.8888888888889,2.211981073613234e+43
29,5.939994237647214,0.914579159713448,-0.03840536086968727,60.0,2000.0,49.1769108008711,49.1769108008711
30,64.49231957468061,30.590317294828775,0.009986465261904593,,4.684633071783474e+44,315.7324578781222,1.1198154185166968e+44
31,5.376575815449152,0.9173980442706402,-0.11778303565638351,26.0,1000.0,46.77722091831147,46.77722091831147
32,9.946881853754522,2.666027161256995,-0.0012704102086703016,1802.0,10323889.376698114,48.5561475597917,48.5561475597917
33,7.691079046653953,1.4445912239261052,-0.0011503750946933594,604.0,256261.82701988157,48.66401789277024,48.66401789277024
34,38.595176764379666,13.710818991769111,0.0041833461598683565,,2.1319098593158526e+25,80.76362217799907,1.436424373417271e+21
35,6.49976725276819,1.1311281089481036,-0.02763366024111905,88.0,5394.820542979247,46.582274217401974,46.582274217401974
36,5.20284407777426,0.8930697295159058,-0.08804686271644181,33.0,1000.0,46.14761676426863,46.14761676426863
37,14.075490552307874,4.6928753796107054,0.0013980231827069025,2381.0,6033328887.004154,44.90195464592888,44.90195464592888
38,5.53675651974569,0.8930697295159058,-0.08804686271644187,33.0,1000.0,46.14761676426863,46.14761676426863
39,6.26311428012443,1.1637361513323536,-0.039077044106901264,95.0,3075.988223270524,45.95529397410675,45.95529397410675
40,5.5134858501042325,1.1283042243892774,-0.06792481424388351,53.0,1558.9773725157838,49.84784441552303,49.84784441552303
41,5.908767964822957,0.716188548772607,-0.0008291204194037002,432.0,3281.259571313528,47.959966525301795,47.959966525301795
42,5.69295034204534,0.7280037602397863,-0.02276641930046408,67.0,1000.0,48.51500770540301,48.51500770540301
43,9.399498822284176,2.6820976210375598,-0.013521747356384556,556.0,3863720.1526881885,47.56104779960825,47.56104779960825
44,5.581057912436709,0.8428901180383828,-0.04466637681720626,60.0,1248.5901539399483,49.17691080087106,49.17691080087106
45,30.21934849275702,5.176247837238717,0.0006076724063388061,,6.434129730802573e+18,323.74390648961156,1479721410513357.2
46,11.203934811115461,3.5933598693122852,-0.0016878245355771875,2594.0,186607706.90180153,47.253722552393334,47.253722552393334
47,5.376575815449152,0.9173980442706402,-0.11778303565638351,26.0,1000.0,46.77722091831147,46.77722091831147
48,8.352957786472519,2.5356371873468406,-0.011574089601815456,563.0,835647.0249151301,46.92089362461874,46.92089362461874
49,65.44239150182857,26.30071942242997,0.008890283341069657,,1.089505595577152e+48,790.1234567901234,8.378265952956643e+47
50,7.716315189569269,1.4821082618305128,-0.005022938050219562,425.0,38044.07329112526,48.614297046991176,48.614297046991176
51,29.594264897435377,13.166600528963219,0.0039159072395531,,6.577172171133036e+26,175.9423332142908,2.1868682573122092e+18
52,5.652645746350753,0.8250169980897706,-0.006172463588219386,205.0,2065.6557927894773,46.825062872809056,46.825062872809056
53,48.485995552929204,20.103977157284316,0.0064986462188998525,,1.2674595799340188e+35,174.12253602601172,1.0432617212490484e+31
54,24.85055422457227,5.397370445211798,0.001070593208920163,,1.6463288827215e+16,692.8788322292372,444994636693.17786
55,54.57587795358188,22.62023375974691,0.007434424670723941,,5.6018405783765995e+40,1000.0,1.0127356092898032e+37
56,8.408876901962607,2.1364675183912802,-0.0028579951946485034,776.0,472984.63462759345,49.37840472049745,49.37840472049745
57,7.974841550818112,1.3854656036475697,-0.004685291558193519,549.0,82189.0784105292,48.209935767500966,48.209935767500966
58,15.699374328439957,4.240979102619388,0.001394230916449248,4529.0,136850058185.05081,45.45615325919136,45.45615325919136
59,42.211077380513146,19.580509162764617,0.006429178356352498,,3.257022700320118e+31,69.5020138953908,6.197307639990612e+26
60,14.607662022798545,3.9755306126609065,-0.0019598388499728987,1382.0,5781647302.229151,48.65976930940331,48.65976930940331
61,6.231750987502998,0.9144500277106612,-0.03072460515652096,81.0,2189.8392722306753,47.21780851816238,47.21780851816238
62,5.843733819424642,0.8873434759641018,-0.02962164034216013,88.0,1517.2932777129126,46.58227421740197,46.58227421740197
63,5.5014762824004135,1.0247273299708763,-0.08401782282089516,40.0,1404.6639231824415,45.52648685010163,45.52648685010163
64,33.50572002192888,16.47943727369777,0.005367634324703083,,3.4456721897686375e+28,58.945397072167715,3.137386992745255e+27
65,6.895668798057755,1.7055345488886529,0.005610360094907409,301.0,42621.21278378353,49.02204991043067,49.02204991043067
66,6.81298049586562,1.395036248946161,-0.020649149462298472,157.0,9947.09267359842,45.76377269999721,45.76377269999721
67,6.807057218140075,1.6492732121253948,-0.002322199930935729,301.0,96299.06051816075,49.0220499104306,49.0220499104306
68,7.0318527746132204,1.2324811764107544,-0.016624508266469943,150.0,8410.403155287953,46.38813996784053,46.38813996784053
69,7.476170671784787,1.6508646303971086,0.00021843879675756693,673.0,126665.01796945435,47.80893786163324,47.80893786163324
70,7.73129835736326,1.6081709812576663,-0.0013396075603126366,494.0,77528.22231094522,47.76009066550738,47.76009066550738
71,7.459524237823057,1.338203592120878,-0.014731303848600575,205.0,16594.404456862056,46.82506287280901,46.82506287280901
72,6.073453004721415,0.807733350825851,-0.017561209413331655,102.0,1868.9784789528794,45.336752653815715,45.336752653815715
73,28.950775026833163,15.316529031359922,0.004720525946218078,,1.649312083664767e+27,170.88823462614022,4.193343047423898e+23
74,6.570498872319762,1.0116748606299315,-0.0075031492277631605,336.0,6892.129955758865,45.81057813837435,45.81057813837435
75,5.951823884372311,0.8655414622275571,-0.01063750986309601,205.0,2131.287128090566,46.825062872809056,46.825062872809056
76,12.212467844933148,5.113913818345728,-0.0036772396977518182,1327.0,4304753743.300243,48.2057268275062,48.2057268275062
77,7.703876118129528,1.2432715667092267,-0.005574837800613757,336.0,16083.392632750889,45.81057813837443,45.81057813837443
78,38.24456560000416,13.601924358679204,0.004227408635574793,,4.19095644283422e+30,1000.0,8.040779710703738e+28
79,40.68100506974401,20.713349224044006,0.00669691737353642,,2.995973543381668e+32,366.1101815999773,5.440709039223625e+25
80,5.833642733881139,0.8471446820583982,-0.04333698302013028,60.0,1777.7777777777778,49.1769108008711,49.1769108008711
81,8.602197222346708,1.9551080152566878,0.00042922324510662527,2029.0,1592854.2102969848,49.73300768203594,49.73300768203594
82,8.847967815676636,1.7355970804733045,-0.008762928917516552,411.0,439258.02344082546,49.9498615002498,49.9498615002498
83,5.727563629443649,1.09173156683893,-0.10985338953906573,33.0,1777.7777777777778,46.14761676426863,46.14761676426863
84,41.04986033957384,14.302395335479034,0.004286927131210844,,1.4295696451578244e+30,94.92781920695694,5.440709039223643e+25
85,10.829973694451231,2.9900764922644267,-0.002078469478029536,2167.0,121964259.96097721,48.000635714747574,48.000635714747574
86,11.696334159484843,3.2860754351477945,0.0006295900777863249,2016.0,214563960.827617,45.42160542346608,45.42160542346608
87,7.650394310436202,2.0869331931904407,-0.0010071927798416347,487.0,294980.2843149567,48.41169422792043,48.41169422792043
88,6.06218955369761,1.018143348003322,-0.006152402213079772,191.0,6126.337738452333,48.11147228924217,48.11147228924217
89,45.53758594168452,14.982755479579508,0.004326108188136156,,2.811229664447398e+31,286.8661497830926,1.0432617212490507e+31
90,6.205872997062405,1.1342530133554918,-0.06156254314133281,60.0,2771.515328916949,49.1769108008711,49.1769108008711
91,5.8367534360928,0.8760857560262776,-0.037428271984079844,74.0,1973.0807370902885,47.8620135816588,47.8620135816588
92,6.381574917990253,1.044211562069729,-0.020260871602685162,143.0,6235.9094900631335,47.02102564363315,47.02102564363315
93,32.01083856345831,11.309370149339324,0.0033927935016407344,,9.60544773524091e+23,615.8922953148774,657653960228156.5
94,54.81605146627389,23.60740839764609,0.00764553643609512,,4.653296913054785e+39,259.55275905897986,1.1535691549566716e+38
95,8.533986432476693,1.6793441572713346,-0.010578632970608487,246.0,108789.83082584612,48.56462700183669,48.56462700183669
96,7.493707069941727,1.489911143186605,-0.023317721065355495,150.0,30311.639155065823,46.38813996784053,46.38813996784053
97,7.179237912815279,1.2304998802301097,-0.006031785385637166,343.0,26470.249329085455,45.19398463989796,45.19398463989796
98,8.014577283698271,1.3341668379826601,-0.0075828421335599186,329.0,32469.759372060937,46.435583985206215,46.435583985206215
99,7.138671772452365,1.2115923792455616,-0.00046039551727082817,529.0,51148.658176255834,44.63129080333582,44.63129080333582
100,6.335381072239524,1.216124544129101,-0.0011965357269906926,198.0,6184.040791072195,47.46390960347838,47.46390960347838
101,6.5280284034707305,1.0209731755710119,-0.00445944425641652,129.0,4420.930077154851,48.312818680251596,48.312818680251596
102,5.479944140957618,0.7355097792474283,-0.02854610603121252,74.0,1109.8579146132874,47.86201358165885,47.86201358165885
103,5.634167583773232,0.8381392403667338,-0.026667281025335228,88.0,1166.7940633731132,46.582274217402016,46.582274217402016
104,6.020564285101837,0.8719161441939557,-0.03249117194794059,74.0,1312.6433212947522,47.86201358165885,47.86201358165885
105,5.397266621732507,0.7193921735130844,-0.024762133428504234,88.0,1000.0,46.582274217402016,46.582274217402016
106,9.029976377794739,1.792859749994723,-0.001387349314817795,515.0,631964.4280674304,45.857431447565766,45.857431447565766
107,41.38701140836971,16.99091332601823,0.005692382806675393,,2.1118914918008588e+36,191.6438600825974,7.805504384590312e+34
108,7.121964108619409,1.2757831687762284,-0.0004545518398950212,356.0,13914.09177991244,49.48378121651921,49.48378121651921
109,6.990268258701741,1.3248236552401955,0.0035379782603294774,212.0,21399.791226257963,46.19481478369059,46.19481478369059
110,11.440489271796615,2.142203263276655,-0.0021854585717273126,721.0,10206668.893609874,48.91765667853979,48.91765667853979
111,56.82095702833418,21.92667757368327,0.0070031416447270175,,4.637252696420425e+41,243.3154746922973,1.4967137335921056e+40
112,6.01651857478043,0.8286631532417507,-0.01647240494892185,129.0,1973.0807370902885,48.312818680251524,48.312818680251524
113,5.488000346641392,1.0989495077664906,-0.058517802509320205,60.0,1973.0807370902885,49.17691080087105,49.17691080087105
114,5.8702076342357845,0.8889357523906566,-0.018284459074350685,109.0,1946.5237975383784,44.7265366717354,44.7265366717354
