Simulation,Mean_Log_Wealth,Std_Log_Wealth,Slope_Log_Wealth,Time_to_Ruin,Peak_Wealth,Min_Wealth,Final_Wealth
1,58.33488175866306,23.381112274874383,0.007937510853989175,,1.6139954774342014e+45,673.8466705934426,1.2192999831775051e+45
2,78.19591414437988,40.24674164269372,0.013850250132644997,,1.0186624909844881e+61,466.39409018334595,9.086217897978923e+60
3,68.13865178112474,32.99895403689774,0.011365424119916196,,2.4377486857943993e+56,604.2826045757612,2.174411636403029e+56
4,64.25966387426732,31.439103317330567,0.010805286813252409,,2.288050025195255e+51,901.5818879699302,1.2988405868610417e+51
5,71.00644578839353,34.59980948765951,0.011836522096193566,,1.8607724490307014e+58,488.5671654154543,1.3982194804121285e+58
6,70.24532115784315,42.085162485096596,0.014434829466968533,,1.2092081513172387e+61,438.1302930048498,9.086217897979013e+60
7,61.67006383370145,28.109553207192313,0.009657623280376039,,1.1505256988920079e+50,226.64760917931724,8.092203478004169e+49
8,5.948319236098363,0.918348291743644,-0.016076040621122244,182.0,1936.49535170439,49.74452022372622,49.74452022372622
9,61.21826461973614,37.4334893486899,0.012825841357961039,,9.766376426316036e+56,131.4456353257612,8.711366627176958e+56
10,64.00723546118155,34.37801829749799,0.011846290124116764,,5.341913462619077e+54,72.90670898856303,3.381490553350878e+54
11,64.74074422905787,40.18155587247555,0.013814328602232421,,3.1225622893982063e+60,150.2912547065024,1.4279854302868894e+60
12,79.94098687365623,37.85982842000605,0.012979460747792038,,9.477199069086561e+64,91.13861840918737,9.477199069086561e+64
13,78.00681255876609,37.69489900932043,0.012994123914285413,,1.7867574313222457e+65,944.4444444444445,1.5052022050902252e+65
14,71.64322965032112,27.64427098198813,0.00942784113504646,,2.106779684394931e+53,842.4211248285322,2.106779684394931e+53
15,74.60659212037811,37.473772907085625,0.012891812723280575,,2.7747506198509745e+61,617.3689515653616,1.443105195561355e+61
16,71.09817485988869,38.75288940449782,0.01333394532668236,,9.77302446698278e+62,1000.0,5.842742310393348e+62
17,69.3997299188459,33.506545799643014,0.011561210621300815,,1.2586191638351106e+57,217.14096240686857,3.453477304875355e+56
18,58.03212493922997,29.63394255604845,0.00996651932425321,,1.3671584964396738e+54,954.6161166740437,3.346061851686066e+53
19,76.79115950839146,47.80757159812784,0.016502105369828813,,1.6443141996409036e+70,78.29586862847238,9.989668405791795e+69
20,53.64573603124779,24.037608103232937,0.008259425647971408,,5.185477366103547e+41,842.4211248285322,1.168997849405805e+41
21,66.08605768659382,34.5680238463376,0.011927675623895259,,1.3264909123968057e+53,1000.0,1.3264909123968057e+53
22,65.79454149468133,32.90905374542334,0.011145568693983041,,6.083678716514187e+56,751.41884282545,2.1744116364030064e+56
23,80.04742590215363,39.01327015643484,0.013417346647716308,,2.363108617514185e+60,944.4444444444445,8.991019375880464e+59
24,74.37622864279571,38.523843689938005,0.013321186180376796,,1.9201615847466466e+62,891.9753086419753,9.182424399065236e+61
25,65.13060434734393,41.84734456564985,0.014360040607568333,,7.533763963573494e+59,402.8550697171741,5.66101219962847e+59
26,54.35620845136589,28.649166707113128,0.0098901982602188,,4.7566627775169805e+44,751.41884282545,3.043449076538683e+44
